,fecha,y,exog_1,exog_2
93,2000-01-01,0.96965567,1.329219322,1.65165448
94,2000-02-01,0.57329151,1.329150833,1.5877670039999998
95,2000-03-01,0.61850684,1.327077675,1.5318883959999998
96,2000-04-01,0.61899573,1.31859006,1.466231404
97,2000-05-01,0.66520922,1.308046158,1.389131794
98,2000-06-01,0.72652015,1.296079585,1.34050469
99,2000-07-01,0.85586494,1.29239319,1.397019376
100,2000-08-01,0.86598429,1.289201631,1.4465148659999998
101,2000-09-01,0.82524883,1.276998445,1.4877654859999998
102,2000-10-01,0.95542102,1.26746982,1.5458078459999998
103,2000-11-01,0.93859596,1.264363849,1.588223008
104,2000-12-01,1.01302442,1.30833714,1.619654904
105,2001-01-01,1.04380535,1.350866991,1.655219116
106,2001-02-01,0.51064725,1.340032143,1.5922988
107,2001-03-01,0.67256901,1.340768122,1.5357283979999998
108,2001-04-01,0.64847006,1.332963113,1.477703218
109,2001-05-01,0.70411469,1.317788088,1.4159212719999998
110,2001-06-01,0.69943075,1.3011327339999998,1.347046352
111,2001-07-01,0.85192587,1.303800438,1.415302076
112,2001-08-01,0.9077052,1.299028856,1.4623293139999998
113,2001-09-01,0.86744447,1.291913707,1.506124196
114,2001-10-01,1.02429281,1.293040546,1.5701598199999998
115,2001-11-01,1.10959022,1.299619033,1.6521917139999998
116,2001-12-01,1.01231323,1.349785631,1.684269186
117,2002-01-01,1.14586761,1.397115491,1.731901668
118,2002-02-01,0.57558438,1.389826923,1.67352965
119,2002-03-01,0.64116459,1.383531913,1.596904006
120,2002-04-01,0.67986207,1.381575045,1.510958376
121,2002-05-01,0.7679384,1.373176298,1.46208341
122,2002-06-01,0.75209591,1.357615369,1.38332907
123,2002-07-01,0.91806359,1.362677281,1.451824912
124,2002-08-01,0.92436753,1.352684753,1.5084654999999998
125,2002-09-01,1.01319767,1.343045498,1.5751326200000002
126,2002-10-01,1.02697609,1.344511784,1.626940158
127,2002-11-01,1.00679597,1.33060462,1.67788017
128,2002-12-01,1.10277568,1.3833237500000002,1.714822588
129,2003-01-01,1.07814487,1.427021778,1.7455780559999998
130,2003-02-01,0.57829619,1.41686519,1.65859776
131,2003-03-01,0.64333332,1.404404682,1.581869206
132,2003-04-01,0.66336735,1.3955318259999998,1.513183482
133,2003-05-01,0.750516,1.378777067,1.442731546
134,2003-06-01,0.80074564,1.366414878,1.3872517
135,2003-07-01,0.91636103,1.356731214,1.454864668
136,2003-08-01,0.91688682,1.345722287,1.509575368
137,2003-09-01,1.08465893,1.353508583,1.5938336839999998
138,2003-10-01,1.15064822,1.358295837,1.6738601279999998
139,2003-11-01,1.05083821,1.3555651709999998,1.723878642
140,2003-12-01,1.22323454,1.420059006,1.785253344
141,2004-01-01,1.13012521,1.4687381949999998,1.827901022
142,2004-02-01,0.66798867,1.469200327,1.74456697
143,2004-03-01,0.74901428,1.469050155,1.664240182
144,2004-04-01,0.73998602,1.462974193,1.602069744
145,2004-05-01,0.79512863,1.450850953,1.516448562
146,2004-06-01,0.85680282,1.4448425530000002,1.461784084
147,2004-07-01,1.00159317,1.436535977,1.528504984
148,2004-08-01,0.99486433,1.420957588,1.577674994
149,2004-09-01,1.134432,1.429316967,1.65656419
150,2004-10-01,1.181011,1.4250946130000002,1.7337406640000002
151,2004-11-01,1.216037,1.433685792,1.8055875
152,2004-12-01,1.257238,1.492610725,1.856716466
153,2005-01-01,1.17069,1.534778297,1.8918816
154,2005-02-01,0.597639,1.520543595,1.784523
155,2005-03-01,0.65259,1.506289732,1.6788388
156,2005-04-01,0.670505,1.4876599499999998,1.5697324
157,2005-05-01,0.695248,1.457025433,1.4573344
158,2005-06-01,0.842263,1.4417653,1.391649
159,2005-07-01,0.874336,1.4157557,1.4469884
160,2005-08-01,1.006497,1.3983043,1.5177698
161,2005-09-01,1.094736,1.3861742,1.6026159999999998
162,2005-10-01,1.027043,1.3631547,1.668975
163,2005-11-01,1.149232,1.3610089,1.7303688
164,2005-12-01,1.160712,1.4173162,1.7876439999999998
165,2006-01-01,1.230691,1.4751263,1.8324828
166,2006-02-01,0.587135,1.4667893,1.7309626
167,2006-03-01,0.706959,1.4679604000000002,1.6669457999999997
168,2006-04-01,0.639641,1.4476982,1.5650276
169,2006-05-01,0.807405,1.4410051,1.4943662
170,2006-06-01,0.79797,1.4201524,1.407822
171,2006-07-01,0.884312,1.39911,1.4672573999999998
172,2006-08-01,1.049648,1.4013705,1.5357952
173,2006-09-01,0.995709,1.3860182,1.6070087999999998
174,2006-10-01,1.168253,1.3867723,1.6791784
175,2006-11-01,1.108038,1.374507,1.741192
176,2006-12-01,1.120053,1.4277988,1.7883402
177,2007-01-01,1.223319,1.4794348,1.8230744
178,2007-02-01,0.597753,1.4752459999999998,1.7434832
179,2007-03-01,0.704398,1.4649453,1.6507122
180,2007-04-01,0.56176,1.4413243000000002,1.5414566
181,2007-05-01,0.745258,1.4274189,1.4664975999999998
182,2007-06-01,0.837934,1.4062475,1.3894205999999998
183,2007-07-01,0.954144,1.402091,1.4606988
184,2007-08-01,1.07821949,1.393087649,1.535463098
185,2007-09-01,1.11098161,1.39338201,1.64530742
186,2007-10-01,1.10997914,1.392374624,1.718251648
187,2007-11-01,1.1635343,1.386396154,1.783371708
188,2007-12-01,1.176589,1.444279754,1.827860708
189,2008-01-01,1.219941,1.495834054,1.85620501
190,2008-02-01,0.761822,1.515840254,1.786373088
191,2008-03-01,0.649435,1.506257954,1.6942642599999995
192,2008-04-01,0.827887,1.505253254,1.6271348
193,2008-05-01,0.816255,1.491464354,1.555068
194,2008-06-01,0.762137,1.459856105,1.4635072
